sku,productName,category,price,unitsSold,inStock
398358DD,Biography,Books,92.76,616,true
49A1D791,Digital Camera,Electronics,14.21,365,true
EEF05CCE,Electric Skillet,Home & Kitchen,34.88,193,false
96A9CA9C,Graphic Novel,Books,5.90,110,false
FB0F2526,Quinoa Pack,Food & Grocery,56.05,875,true
5A8B58B2,Sleep Mask,Health & Personal Care,12.59,93,false
D680FA5E,Dumbbell Set,Sports & Outdoors,54.49,541,true
3704B019,Dried Fruit Mix,Food & Grocery,83.35,373,true
E1B7E4BF,Electric Can Opener,Home & Kitchen,51.75,805,true
4BE764B6,Gift Card,Miscellaneous,26.73,776,true
37D5DB8F,Gift Card,Miscellaneous,47.99,313,false
52374F48,Bath Bombs Set,Health & Personal Care,25.77,604,true
76B285A7,Camping Tent,Sports & Outdoors,89.07,214,true
167F836F,Vitamin C Supplement,Health & Personal Care,22.98,377,true
7248E50C,E-Reader,Electronics,45.25,24,true
AE52EC6C,Coconut Water,Food & Grocery,65.02,528,true
FDE22970,Outdoor Playset,Toys & Games,83.29,312,true
6144A4B0,Essential Oil Diffuser,Health & Personal Care,25.98,342,true
391CE09B,Women's Sneakers,Clothing,18.97,557,true
C86FED51,Yoga Blocks,Health & Personal Care,20.48,892,false
FB739E3F,Stuffed Animal,Toys & Games,13.81,729,false
C2B49762,Play-Doh Set,Toys & Games,51.58,435,true
F6E7A05C,Swim Goggles,Sports & Outdoors,65.55,950,true
C9A217A7,Smartphone,Electronics,43.50,833,true
AD44CBC1,Video Game,Toys & Games,32.77,817,true
ACFCEF7E,Art & Craft Kit,Toys & Games,77.64,691,true
EB0DB36D,Nail Care Kit,Health & Personal Care,33.30,980,false
7A7713E4,Self-Improvement Book,Books,53.65,207,true
0C9D690D,Yoga Mat,Sports & Outdoors,29.42,241,true
589301A0,Hair Straightener,Health & Personal Care,47.42,226,true
3AF06E3A,Organic Almonds,Food & Grocery,81.88,520,true
28CC0687,Jump Rope,Sports & Outdoors,89.06,483,true
55787519,Educational Toy,Toys & Games,8.70,461,true
F28742D8,Gift Card,Miscellaneous,28.14,542,true
B2367580,Noise-Cancelling Earbuds,Electronics,67.83,853,true
46745B3A,4K TV,Electronics,58.69,769,true
781C2F08,Running Shoes,Sports & Outdoors,92.07,257,true
3DA19B3D,Basketball,Sports & Outdoors,14.63,837,true
73B137F3,Microwave Oven,Home & Kitchen,43.66,968,true
A4686CBF,Gift Card,Miscellaneous,64.62,968,true
094AE634,Camping Tent,Sports & Outdoors,29.16,816,true
F34DDE2F,Smartwatch,Electronics,27.31,437,true
91D7D491,Building Blocks Set,Toys & Games,100.72,474,true
3DF01A33,Gift Card,Miscellaneous,16.81,425,true
AB26B10B,Young Adult Novel,Books,32.07,857,true
04CAF764,Gift Card,Miscellaneous,13.08,711,false
65241C83,Dishwasher,Home & Kitchen,81.63,443,true
54C96D83,Kids' Jeans,Clothing,7.04,848,true
9BFC98A5,Organic Almonds,Food & Grocery,23.34,464,true
DB677FBA,Vegan Protein Bars,Food & Grocery,4.79,431,false
8539A8A9,Gift Card,Miscellaneous,80.28,933,false
D65471B0,Kids' Hat,Clothing,67.53,349,true
18BB7707,Drone,Electronics,12.55,228,true
B3E94376,Gift Card,Miscellaneous,75.69,788,true
52FFF052,Gift Card,Miscellaneous,18.60,64,true
FDBD2619,Camping Tent,Sports & Outdoors,78.72,271,true
9B5CD694,Nail Care Kit,Health & Personal Care,50.57,228,false
3D767762,Pressure Cooker,Home & Kitchen,49.58,672,true
915680F7,Women's Handbag,Clothing,27.36,214,true
1F514121,Kombucha Drink,Food & Grocery,70.66,375,false
6CE120A3,Ice Cream Maker,Home & Kitchen,73.48,947,true
548AA7EC,Mystery Novel,Books,96.06,512,true
F6B60AF5,Educational Toy,Toys & Games,23.55,33,true
BBF3286D,Gift Card,Miscellaneous,21.16,839,true
515D7DE7,Art & Craft Kit,Toys & Games,90.14,814,true
B9BC14C6,Electric Can Opener,Home & Kitchen,6.67,101,false
36A88280,Electric Toothbrush,Health & Personal Care,64.95,84,true
6BCE5555,Jump Rope,Sports & Outdoors,22.69,38,true
BE173862,Whole Grain Pasta,Food & Grocery,50.48,915,true
216EF686,Water Gun,Toys & Games,68.84,141,true
91A927C6,Maca Root Powder,Food & Grocery,4.30,890,true
22611159,Kids' Hat,Clothing,34.72,265,true
13889F87,Food Processor,Home & Kitchen,78.53,898,true
9065EEA4,Dumbbell Set,Sports & Outdoors,37.66,516,true
A9337005,Blender,Home & Kitchen,69.77,642,true
423A8507,Massage Gun,Health & Personal Care,2.32,240,true
B8B44719,Cookbook,Books,12.72,9,false
467CA7EE,Fantasy Novel,Books,10.73,48,true
642E1B68,Gift Card,Miscellaneous,61.38,497,true
CD903098,Gift Card,Miscellaneous,60.49,943,true
0F6C9AF3,Refrigerator,Home & Kitchen,98.51,213,false
9B893E54,Gift Card,Miscellaneous,86.50,316,true
50D17828,Gift Card,Miscellaneous,3.30,757,false
FC01F913,Gift Card,Miscellaneous,26.06,140,true
A301B4FD,Wireless Headphones,Electronics,41.98,836,true
DAD45D38,Hemp Seeds,Food & Grocery,65.79,958,true
92925972,Gift Card,Miscellaneous,42.25,168,true
C1C46DCD,Stuffed Animal,Toys & Games,67.79,948,true
C97DF4E9,Kayak,Sports & Outdoors,59.28,155,true
F5A4F94A,Natural Peanut Butter,Food & Grocery,64.57,442,false
FE760305,Water Purifier,Home & Kitchen,26.21,349,true
94D460D9,Organic Honey,Food & Grocery,37.96,497,true
5A7EECE5,Fitness Tracker,Electronics,77.68,694,true
19EDBF26,Unisex Hoodie,Clothing,48.92,984,true
47B4ABE6,Gaming Console,Electronics,82.88,291,true
E4B91BA2,Sous Vide Cooker,Home & Kitchen,98.54,260,true
CC6D5B1A,Gift Card,Miscellaneous,10.37,258,true
BEDA8B19,Yoga Blocks,Health & Personal Care,85.74,897,true
F043DAF5,Body Lotion,Health & Personal Care,98.90,954,true
300C6F71,Wireless Charger,Electronics,75.29,565,true
AAECD6A4,Electric Griddle,Home & Kitchen,22.15,683,true
42F348ED,Dried Fruit Mix,Food & Grocery,48.84,378,false
351CA08D,Organic Almonds,Food & Grocery,66.18,778,false
DFF6C9AF,Mystery Novel,Books,57.57,872,true
7B8EF0F0,Drone,Electronics,90.68,219,false
0B47CA78,Gift Card,Miscellaneous,98.99,545,true
85468B10,Coconut Water,Food & Grocery,86.86,251,true
11243F11,Dollhouse,Toys & Games,98.85,947,true
B11F3CAB,Gift Card,Miscellaneous,62.58,53,false
82DA054B,Vegan Protein Bars,Food & Grocery,68.21,124,false
3659852A,Gift Card,Miscellaneous,84.94,502,true
B1B1AFB1,Wireless Headphones,Electronics,99.00,860,true
59E0284F,Dumbbell Set,Sports & Outdoors,65.39,439,true
2F9707A0,Remote Control Car,Toys & Games,32.16,450,false
1DE6369A,Dried Fruit Mix,Food & Grocery,34.18,269,true
1DCA661C,Pumpkin Seeds,Food & Grocery,56.07,951,true
89CBF7A2,Rollerblades,Sports & Outdoors,72.06,789,true
D855297B,Self-Improvement Book,Books,20.32,194,true
C4471AED,Hemp Seeds,Food & Grocery,47.96,802,true
7AF03E92,Gift Card,Miscellaneous,28.49,873,false
7E80D5FF,Quinoa Pack,Food & Grocery,16.78,399,true
14DE7F99,Science Fiction Book,Books,97.18,357,false
B6C6CEAC,Women's Scarf,Clothing,19.43,907,true
3F0C4077,E-Reader,Electronics,21.42,88,true
F1AAF135,Classic Literature,Books,51.78,368,false
4C6A2684,Men's Casual Shirt,Clothing,19.98,185,true
C9D0C676,Biography,Books,56.91,629,false
C1499CA5,Gift Card,Miscellaneous,89.25,212,true
23125EAE,Refrigerator,Home & Kitchen,83.72,605,true
6AF2098B,Electric Toothbrush,Health & Personal Care,77.36,679,true
42D428AD,Gift Card,Miscellaneous,76.99,627,true
96788C7E,Smartphone,Electronics,96.95,846,true
D7FFEB50,External Hard Drive,Electronics,12.89,256,true
4628216A,Mystery Novel,Books,26.57,384,true
EF1F9908,Play-Doh Set,Toys & Games,70.15,492,true
571D4AB9,Graphic Novel,Books,56.08,466,true
0C5098DD,Video Game,Toys & Games,44.77,12,false
5111E843,Smartphone,Electronics,54.94,229,true
5560E8E9,Electric Kettle,Home & Kitchen,19.75,108,true
FF3719CC,Rollerblades,Sports & Outdoors,65.41,139,true
1910D2D2,Educational Toy,Toys & Games,38.95,579,true
2D310FD7,Board Game,Toys & Games,29.67,821,false
7992BC3B,Gift Card,Miscellaneous,99.91,621,true
3630687E,Gift Card,Miscellaneous,100.63,641,true
8157FAD7,Bluetooth Speaker,Electronics,32.24,293,true
F0447309,Hiking Backpack,Sports & Outdoors,33.10,964,true
1576BF7A,Gift Card,Miscellaneous,29.77,887,false
9BEB91C8,Gift Card,Miscellaneous,68.59,844,true
C89BDA08,Fantasy Novel,Books,19.47,902,true
55F3C0D8,Tennis Racket,Sports & Outdoors,60.16,485,false
7AD9271A,Women's Sneakers,Clothing,73.27,965,true
2181606C,Gift Card,Miscellaneous,56.36,496,false
B4D83E50,Matcha Green Tea,Food & Grocery,18.73,771,true
E7F93333,Matcha Green Tea,Food & Grocery,93.05,24,true
F395A788,Dishwasher,Home & Kitchen,71.93,208,true
F72F92EE,Bath Bombs Set,Health & Personal Care,95.41,22,false
1869DDE3,Graphic Novel,Books,21.28,130,true
7F32BEC5,Children's Book,Books,90.37,523,false
829BD8EF,Ice Cream Maker,Home & Kitchen,51.92,977,true
469F8ADE,Shampoo & Conditioner,Health & Personal Care,65.99,514,true
07B01318,Historical Fiction,Books,26.70,98,true
C7D6F48D,Art Book,Books,77.81,784,true
097FB1C7,Gift Card,Miscellaneous,62.77,774,true
465D91F9,Cookbook,Books,91.52,341,true
06FE0475,Drone,Electronics,59.30,887,true
7476C38E,Camping Tent,Sports & Outdoors,22.99,456,false
F105CCEE,Smartwatch,Electronics,52.73,697,true
4A6A30E3,Gaming Console,Electronics,8.71,60,true
DD2DAC7E,Play-Doh Set,Toys & Games,41.88,997,true
F7A6AB7E,Finger Paint Set,Toys & Games,13.38,320,true
3A17CA26,Electric Toothbrush,Health & Personal Care,39.00,438,true
32DE97D3,Art & Craft Kit,Toys & Games,28.59,894,true
97D4400E,Electric Can Opener,Home & Kitchen,37.33,565,true
FF1407CA,Women's Sneakers,Clothing,48.60,829,true
DE8EFBEE,Smart Home Hub,Electronics,15.62,710,true
D0018AFE,Kombucha Drink,Food & Grocery,74.72,355,true
D90F4E81,Kayak,Sports & Outdoors,99.00,27,true
8E115C9A,Men's Casual Shirt,Clothing,79.26,814,true
2B3ED281,Gift Card,Miscellaneous,59.34,770,true
D1E4BC00,Golf Clubs,Sports & Outdoors,75.84,602,true
EF028322,Ice Cream Maker,Home & Kitchen,52.26,336,false
D4158A99,Pressure Cooker,Home & Kitchen,86.40,414,true
65BA33BE,Kids' Sneakers,Clothing,75.09,150,true
DA683CDC,Gaming Console,Electronics,47.01,594,true
470DDEB4,4K TV,Electronics,57.67,408,true
AACBBEFB,Cold-Pressed Juice,Food & Grocery,44.92,766,true
E942722D,E-Reader,Electronics,85.09,406,true
39EBABA4,Women's Handbag,Clothing,55.11,43,false
0415CE6A,Vitamin C Supplement,Health & Personal Care,55.85,422,true
6CEEE0F8,Young Adult Novel,Books,50.00,584,true
4E544C9A,Women's Summer Dress,Clothing,98.94,45,true
17EF80C2,Sunscreen Lotion,Health & Personal Care,9.02,448,true
81F8C0B0,Men's Running Shoes,Clothing,100.18,269,true
173A9ACD,Fantasy Novel,Books,28.46,425,false
EF0409EB,Sous Vide Cooker,Home & Kitchen,1.46,348,true
45730846,Biography,Books,38.86,454,true
26FAF705,External Hard Drive,Electronics,68.72,907,true
01101050,Kids' Sneakers,Clothing,5.00,283,false
B5A1E5DC,Sleep Mask,Health & Personal Care,68.52,498,false
BADE82E4,Hand Sanitizer,Health & Personal Care,67.16,796,true
BC54D44C,Facial Cleanser,Health & Personal Care,28.00,121,true
E210C4AD,Kids' Hat,Clothing,10.85,144,true
67CC2D38,Cacao Nibs,Food & Grocery,1.38,212,true
A433B80C,Nutritional Yeast,Food & Grocery,34.65,359,true
B56AB9EC,Cycling Helmet,Sports & Outdoors,89.59,126,true
2C23B67D,Organic Almonds,Food & Grocery,5.74,924,true
1B3165F5,Hair Straightener,Health & Personal Care,31.77,897,true
7C5A138F,Foam Roller,Health & Personal Care,81.69,1000,true
8BDFE1C6,Smartphone,Electronics,9.65,575,true
AEEC8B0C,Electric Toothbrush,Health & Personal Care,94.93,616,true
E82E396B,Gift Card,Miscellaneous,80.73,675,true
82EEBEB5,Nail Care Kit,Health & Personal Care,77.39,489,false
2B13F0F9,Magic Kit,Toys & Games,34.64,767,true
C126DDB4,Health & Wellness Book,Books,59.48,511,true
78E8C350,Children's Book,Books,9.41,785,true
383AB537,Pressure Cooker,Home & Kitchen,98.66,330,true
8CD21107,Refrigerator,Home & Kitchen,56.48,832,false
2120D653,Basketball,Sports & Outdoors,31.19,630,true
30018CD0,Smartphone,Electronics,57.75,318,true
9A0407F9,Men's Raincoat,Clothing,94.15,203,true
A4D0F2FD,Facial Cleanser,Health & Personal Care,8.40,893,true
1266CCB6,Gift Card,Miscellaneous,6.48,489,true
8F740A4A,Cycling Helmet,Sports & Outdoors,45.10,749,false
EDE1E9AD,Art & Craft Kit,Toys & Games,30.39,163,true
574AC0B8,Mystery Novel,Books,24.51,196,true
6B6F9F6B,Men's Running Shoes,Clothing,80.26,279,true
C6437244,Art & Craft Kit,Toys & Games,23.70,531,true
971BF65E,Business Book,Books,63.66,735,false
288DC64B,Natural Peanut Butter,Food & Grocery,12.21,655,false
E846D87D,Kids' T-Shirt,Clothing,77.40,81,true
B9D4FBA1,Men's Casual Shirt,Clothing,73.70,174,true
3630E81E,Electric Griddle,Home & Kitchen,74.76,46,true
47539AF4,Art & Craft Kit,Toys & Games,53.09,76,true
11C94CBB,Gift Card,Miscellaneous,6.79,547,true
6EA957E5,Kombucha Drink,Food & Grocery,28.07,766,true
9B9710F7,Essential Oil Diffuser,Health & Personal Care,67.14,268,true
CA1E7D9E,Electric Can Opener,Home & Kitchen,60.41,525,true
A8AE5844,Gift Card,Miscellaneous,79.06,867,true
3F7C8103,Young Adult Novel,Books,14.46,732,false
86CA7846,Refrigerator,Home & Kitchen,30.86,143,true
3DD139E8,Whole Grain Pasta,Food & Grocery,60.90,823,true
319228B5,Romance Novel,Books,63.81,421,true
76A08B2B,Women's Winter Jacket,Clothing,77.30,54,true
C8105A35,Kids' Sneakers,Clothing,3.87,764,true
C9B85A93,Exercise Bike,Sports & Outdoors,50.62,185,true
E7EA4F4D,Thriller Novel,Books,87.54,518,true
DDE7ADBD,Thriller Novel,Books,77.34,182,true
0760A024,Gift Card,Miscellaneous,62.11,99,true
AE08E21A,Gift Card,Miscellaneous,6.15,12,true
357B05C4,Building Blocks Set,Toys & Games,3.73,349,true
638023E1,Kite,Toys & Games,51.00,520,true
8F9C33CC,Action Figure,Toys & Games,96.72,748,true
8C38BF71,Kite,Toys & Games,77.08,498,true
754AC590,Unisex Hoodie,Clothing,24.65,716,true
339E55C1,Ice Cream Maker,Home & Kitchen,3.85,433,true
9841F771,Bread Maker,Home & Kitchen,72.29,741,true
81590E87,Hand Sanitizer,Health & Personal Care,73.21,979,true
9D4960C0,Poetry Collection,Books,55.99,200,true
C546B2F2,Hair Dryer,Health & Personal Care,9.68,497,true
4E132C07,External Hard Drive,Electronics,70.82,304,true
F64CBE3D,Ice Cream Maker,Home & Kitchen,92.41,688,true
80782092,Electric Griddle,Home & Kitchen,9.64,430,true
F9A2E6BF,Fishing Rod,Sports & Outdoors,65.55,926,true
8159C35F,Gift Card,Miscellaneous,19.41,795,true
B0BC0F7D,Gluten-Free Bread,Food & Grocery,54.10,824,true
F5E9D3D9,Camping Tent,Sports & Outdoors,35.31,15,true
84F98012,Electric Wine Opener,Home & Kitchen,9.05,354,true
35FB4786,Smartwatch,Electronics,76.42,587,false
9EB0DC6A,Dumbbell Set,Sports & Outdoors,89.06,349,false
3637C602,E-Reader,Electronics,40.28,557,true
415D9D73,Stuffed Animal,Toys & Games,50.26,999,false
EBFEF48E,Camping Tent,Sports & Outdoors,18.05,578,true
468276C0,Rollerblades,Sports & Outdoors,86.37,745,false
E0FBA8C2,Science Fiction Book,Books,74.76,547,true
2F2E698A,Smartwatch,Electronics,55.35,34,true
6D5C31EC,Play-Doh Set,Toys & Games,93.08,235,true
1F714A50,Wireless Headphones,Electronics,92.37,520,false
2D7D7636,Dishwasher,Home & Kitchen,22.26,525,true
279EA3BB,Digital Camera,Electronics,90.31,355,true
39F5545E,Smartphone,Electronics,91.22,57,true
1ABCC846,Dishwasher,Home & Kitchen,89.87,834,true
2067938B,Gift Card,Miscellaneous,52.85,113,true
5AFF01E5,Vegan Protein Bars,Food & Grocery,5.59,374,true
7840EB42,Dollhouse,Toys & Games,83.66,706,true
9B363109,Cookbook,Books,1.14,179,true
14FCC7FB,Electric Kettle,Home & Kitchen,14.01,595,true
223C5164,Women's Handbag,Clothing,83.23,165,true
90518ABB,Gift Card,Miscellaneous,91.10,970,true
6D38AB06,Educational Toy,Toys & Games,96.51,620,true
BAFE7927,Electric Toothbrush,Health & Personal Care,52.99,59,true
2BC7D5E8,Microwave Oven,Home & Kitchen,73.69,271,true
6CB70BF0,Air Fryer,Home & Kitchen,24.40,206,true
05D84859,Electric Skillet,Home & Kitchen,64.70,375,true
044D2448,Biography,Books,25.01,236,true
CC155B50,Electric Toothbrush,Health & Personal Care,82.42,870,false
FA905EDE,Science Book,Books,85.95,896,true
7444B82A,Facial Cleanser,Health & Personal Care,84.79,192,true
BB6A0D32,Dollhouse,Toys & Games,41.49,598,true
57B14F72,Dumbbell Set,Sports & Outdoors,52.76,316,true
3CA671B2,Health & Wellness Book,Books,13.80,258,true
362DFC0E,Tablet,Electronics,24.13,928,true
579682C8,Juicer,Home & Kitchen,80.02,887,true
073BBE2B,Gift Card,Miscellaneous,44.75,777,false
3F16CA0C,Avocado Oil,Food & Grocery,78.70,537,true
B20A6A75,Electric Griddle,Home & Kitchen,88.16,717,true
18849F42,Educational Toy,Toys & Games,3.91,293,true
63F060B1,Foam Roller,Health & Personal Care,82.81,430,true
A50FA468,Business Book,Books,19.77,698,false
67E53C04,Treadmill,Sports & Outdoors,89.65,607,true
B39B0F68,Lip Balm Set,Health & Personal Care,62.28,269,true
B5D172DB,4K TV,Electronics,89.01,907,false
1511B017,Coffee Grinder,Home & Kitchen,9.48,848,false
3740D3B3,Treadmill,Sports & Outdoors,88.84,944,true
C13BB0D4,Slow Cooker,Home & Kitchen,70.44,328,true
46AD2E6F,Matcha Green Tea,Food & Grocery,28.91,863,true
189A2932,Organic Popcorn,Food & Grocery,13.50,372,true
581F3FCF,Building Blocks Set,Toys & Games,10.54,970,true
9369EF3C,Facial Cleanser,Health & Personal Care,78.23,68,true
ED93A411,Graphic Novel,Books,62.30,7,true
87E02E27,Sunflower Seeds,Food & Grocery,66.19,845,true
40D555DD,Young Adult Novel,Books,2.95,620,false
7C0D46A8,Basketball,Sports & Outdoors,65.32,707,true
201FF116,Gift Card,Miscellaneous,44.96,258,true
87F68E38,Gift Card,Miscellaneous,94.03,930,false
D58B395D,Snowboard,Sports & Outdoors,23.22,415,false
90B89C77,Bee Pollen,Food & Grocery,38.02,357,true
7109B30B,Shampoo & Conditioner,Health & Personal Care,40.53,289,true
E31D4040,Thriller Novel,Books,52.74,966,true
96789873,Gaming Console,Electronics,45.23,99,true
0F33179A,Yogurt Maker,Home & Kitchen,91.36,846,true
7406FB58,Rollerblades,Sports & Outdoors,33.63,620,true
AD79C627,Electric Wine Opener,Home & Kitchen,43.64,536,true
B62A430A,Gift Card,Miscellaneous,54.84,564,true
9C914556,Gift Card,Miscellaneous,10.13,219,false
BD38558B,Musical Instrument Toy,Toys & Games,48.96,12,true
249B2540,Rollerblades,Sports & Outdoors,17.89,638,true
95E4F24A,Poetry Collection,Books,64.53,577,true
70320330,Hiking Backpack,Sports & Outdoors,71.18,220,true
5CB5ED6B,Gift Card,Miscellaneous,56.83,510,true
BA321330,Gaming Console,Electronics,47.05,510,true
23523834,Play-Doh Set,Toys & Games,59.23,825,true
7728B539,Facial Mask Set,Health & Personal Care,8.65,653,true
05213B64,Photography Book,Books,80.34,280,true
1271791E,Women's Summer Dress,Clothing,35.92,158,true
A92F73AD,E-Reader,Electronics,83.69,517,true
854E41FC,Nutritional Yeast,Food & Grocery,83.63,538,true
6384B369,Chia Seeds,Food & Grocery,62.04,394,true
0922D098,Fantasy Novel,Books,88.60,914,true
5A351E1D,Snowboard,Sports & Outdoors,37.27,339,true
CCE641B6,Kids' Hat,Clothing,37.23,606,true
B6257C44,Gift Card,Miscellaneous,54.61,385,true
C127A6D4,Chia Seeds,Food & Grocery,45.16,200,true
CF00CCDE,Romance Novel,Books,51.84,90,true
79FAEBA6,Mystery Novel,Books,40.56,385,true
BF872537,Noise-Cancelling Earbuds,Electronics,44.21,64,true
1318C6F0,Matcha Green Tea,Food & Grocery,48.38,846,true
B3CC4F4A,Board Game,Toys & Games,16.49,691,true
625E6BA1,Gift Card,Miscellaneous,44.72,965,true
5EEA7553,Gift Card,Miscellaneous,62.41,347,false
F621E397,Women's Winter Jacket,Clothing,41.60,105,true
1B1E3192,Noise-Cancelling Earbuds,Electronics,94.08,683,true
3ADABB9F,Slime Making Kit,Toys & Games,73.82,684,true
06CD6947,Dumbbell Set,Sports & Outdoors,27.98,939,true
02293AEF,Gift Card,Miscellaneous,68.58,802,false
576C59A1,Puzzle Game,Toys & Games,89.49,549,true
0F8AA9A4,Bluetooth Speaker,Electronics,76.54,38,true
501D2032,Photography Book,Books,37.95,835,true
DF2F8D94,Board Game,Toys & Games,45.81,106,true
7A26C551,Gift Card,Miscellaneous,4.22,343,true
28FF8CE1,Smartwatch,Electronics,24.64,576,true
38650DD3,Kayak,Sports & Outdoors,47.83,365,true
C5CE9815,Travel Guide,Books,30.25,708,true
556DE203,Art & Craft Kit,Toys & Games,81.18,698,true
9A290892,Refrigerator,Home & Kitchen,83.50,465,true
B89EE049,Yo-Yo,Toys & Games,73.13,624,true
0C7F60C0,Avocado Oil,Food & Grocery,91.20,19,true
F8F51B39,Graphic Novel,Books,89.51,756,true
2619B2AC,Women's Summer Dress,Clothing,19.20,363,true
EA532EE1,Women's Handbag,Clothing,78.68,217,false
CBD516FA,Bee Pollen,Food & Grocery,87.44,491,true
642D23E3,Mystery Novel,Books,91.92,288,false
F318170D,Sunscreen Lotion,Health & Personal Care,94.14,244,true
CAF3F5A6,Gluten-Free Bread,Food & Grocery,40.21,817,false
32E14932,Massage Gun,Health & Personal Care,72.50,680,true
7BC8F3D6,Gift Card,Miscellaneous,34.18,23,true
B90739D4,Photography Book,Books,74.41,772,true
1D3E4F50,Drone,Electronics,60.82,24,true
F6FDA299,Water Gun,Toys & Games,12.67,569,false
1126D309,Men's Casual Shirt,Clothing,46.01,731,true
49D9B1A6,Poetry Collection,Books,77.47,336,true
98FA9E35,Almond Milk,Food & Grocery,82.20,891,true
2D8BFE4F,Train Set,Toys & Games,63.62,284,true
63EE8FCC,Electric Wine Opener,Home & Kitchen,46.47,965,true
1AC216E8,Waffle Maker,Home & Kitchen,69.13,811,true
B58916D3,Slow Cooker,Home & Kitchen,93.71,483,true
CB7E90E7,Facial Mask Set,Health & Personal Care,8.86,805,true
263F367E,Yoga Blocks,Health & Personal Care,57.10,163,true
9E25B3A7,Men's Leather Jacket,Clothing,55.30,70,true
3429A9BB,Sleep Mask,Health & Personal Care,84.63,263,true
376DB94A,Wireless Headphones,Electronics,80.39,736,false
8E4D1403,Electric Razor,Health & Personal Care,65.12,344,true
21A6BC37,Gift Card,Miscellaneous,91.46,989,false
DEEAC656,Digital Camera,Electronics,83.75,19,true
7F9B5110,Photography Book,Books,1.11,970,true
44D0FD91,Vacuum Cleaner,Home & Kitchen,52.88,761,true
BC83E7F1,Women's Scarf,Clothing,34.36,1000,true
A9835FBB,Gift Card,Miscellaneous,15.07,446,true
C8463D48,E-Reader,Electronics,40.70,449,false
E3BD50F9,Stand Mixer,Home & Kitchen,90.90,730,true
211B962C,Running Shoes,Sports & Outdoors,53.18,832,true
C67754DF,Kids' Hat,Clothing,21.92,291,true
3A4195F5,Almond Milk,Food & Grocery,80.41,737,true
677C3923,Gift Card,Miscellaneous,74.08,552,true
BC050A13,Boxing Gloves,Sports & Outdoors,18.22,399,true
E91CFD5C,Protein Powder,Health & Personal Care,19.48,952,false
98A0DE85,Fishing Rod,Sports & Outdoors,90.81,657,true
02183F33,Women's Summer Dress,Clothing,75.87,159,true
79A274D5,Gift Card,Miscellaneous,20.48,613,true
72B2D071,Noise-Cancelling Earbuds,Electronics,58.26,564,true
F9254D19,Puzzle Game,Toys & Games,27.23,747,true
60307D9F,Outdoor Playset,Toys & Games,4.62,621,true
A11200B5,Gift Card,Miscellaneous,91.15,464,false
41B05724,Snowboard,Sports & Outdoors,13.57,410,true
61C9CD31,Refrigerator,Home & Kitchen,63.43,73,false
778D0656,Nutritional Yeast,Food & Grocery,15.09,231,true
496C5107,Maca Root Powder,Food & Grocery,56.59,932,true
23FDEE79,Kids' Jeans,Clothing,55.54,374,true
7A0C65B5,Mystery Novel,Books,19.42,258,true
C42EBCD9,Unisex Hoodie,Clothing,54.41,94,true
0EA7819F,Turmeric Powder,Food & Grocery,78.23,405,true
B607086E,Fitness Tracker,Electronics,45.97,433,true
22F5FB5C,Coffee Grinder,Home & Kitchen,22.23,164,false
EC0ABBB2,Wireless Headphones,Electronics,16.05,25,false
20B4AC02,Sunflower Seeds,Food & Grocery,29.67,43,true
725D6DD7,Bath Bombs Set,Health & Personal Care,26.41,928,true
0FFFADA4,Skateboard,Sports & Outdoors,50.72,666,true
EF6C7797,Wireless Headphones,Electronics,31.13,321,true
4219A560,Gift Card,Miscellaneous,73.09,715,true
7137697C,Essential Oil Diffuser,Health & Personal Care,90.54,504,true
E4353417,Men's Casual Shirt,Clothing,66.91,168,true
B8D121ED,Gift Card,Miscellaneous,9.16,559,true
60288A10,Jump Rope,Sports & Outdoors,96.35,111,true
5EFBFAD8,Musical Instrument Toy,Toys & Games,72.64,15,true
D9B14F3D,Gift Card,Miscellaneous,13.06,409,true
BF16A9A7,Boxing Gloves,Sports & Outdoors,1.52,142,true
D9643F36,Health & Wellness Book,Books,25.37,498,true
B5D9B6AE,Dried Fruit Mix,Food & Grocery,68.79,117,true
1A3AEB38,Mystery Novel,Books,65.89,212,false
856E06CA,Smartwatch,Electronics,39.46,694,true
11B63E2B,Protein Powder,Health & Personal Care,61.29,56,true
3DD956FC,Young Adult Novel,Books,93.25,742,true
E08E7240,Slime Making Kit,Toys & Games,78.66,628,true
32B919C0,Electric Razor,Health & Personal Care,40.81,935,true
D54D68AD,Vitamin C Supplement,Health & Personal Care,67.01,876,true
F84B3F16,Men's Running Shoes,Clothing,70.34,909,true
B8755FC0,Wireless Headphones,Electronics,13.89,766,true
3D8A41BF,Thriller Novel,Books,98.56,481,true
958CD703,Facial Mask Set,Health & Personal Care,7.62,881,true
3A209703,Mystery Novel,Books,71.73,928,true
073AB4C0,Nail Care Kit,Health & Personal Care,32.63,619,false
9CB74051,Kombucha Drink,Food & Grocery,99.00,645,true
E3FB43A0,Men's Raincoat,Clothing,87.28,132,false
EB92BE52,Young Adult Novel,Books,17.34,477,true
C988C86D,Slow Cooker,Home & Kitchen,71.66,831,true
D834EFB8,Exercise Bike,Sports & Outdoors,23.26,931,true
E01E7DD7,Art Book,Books,4.65,41,false
FFF13EF2,Matcha Green Tea,Food & Grocery,8.57,48,false
16F05ABF,Poetry Collection,Books,88.14,925,true
B77FB342,Smartphone,Electronics,17.43,360,true
34F5578F,Young Adult Novel,Books,92.42,384,true
